number,Sat,X,Y,Z
1409,Satellite/12041,-4005.489705,-1203.616983,-5523.267352
1410,Satellite/12042,-3853.284219,-1786.425979,-5473.573495
1411,Satellite/12043,-3671.752913,-2355.639195,-5382.222439
1412,Satellite/12044,-3462.277351,-2906.924574,-5249.90942
1413,Satellite/12045,-3226.451768,-3436.086502,-5077.641421
1414,Satellite/12046,-2966.070938,-3939.097737,-4866.729504
1415,Satellite/12047,-2683.116518,-4412.130059,-4618.778838
1416,Satellite/12048,-2379.741961,-4851.583408,-4335.676475
1417,Satellite/12049,-2058.25613,-5254.113277,-4019.576997
1418,Satellite/12050,-1721.105728,-5616.656172,-3672.88611
1419,Satellite/12051,-1370.856672,-5936.452922,-3298.242342
1420,Satellite/12052,-1010.174569,-6211.069681,-2898.496959
1421,Satellite/12053,-641.8044269,-6438.416449,-2476.692264
1422,Satellite/12054,-268.5497661,-6616.76298,-2036.038445
1423,Satellite/12055,106.7487206,-6744.75195,-1579.889144
1424,Satellite/12056,481.2347852,-6821.409284,-1111.715933
1425,Satellite/12057,852.0583624,-6846.151576,-635.0818918
1426,Satellite/12058,1216.397261,-6818.79052,-153.6144943
1427,Satellite/12059,1571.478642,-6739.53435,329.0220022
1428,Satellite/12060,1914.600122,-6608.986255,809.1544426
1429,Satellite/12061,2243.150338,-6428.139784,1283.128729
1430,Satellite/12062,2554.628826,-6198.371288,1747.337631
1431,Satellite/12063,2846.665046,-5921.429443,2198.248239
1432,Satellite/12064,3117.036427,-5599.421945,2632.42885
1433,Satellite/12065,3363.685278,-5234.799465,3046.575088
1434,Satellite/12066,3584.734453,-4830.337001,3437.535051
1435,Satellite/12067,3778.501634,-4389.112755,3802.333295
1436,Satellite/12068,3943.512136,-3914.48471,4138.193488
1437,Satellite/12069,4078.51013,-3410.065074,4442.559529
1438,Satellite/12070,4182.468199,-2879.692783,4713.11501
1439,Satellite/12071,4254.59516,-2327.404291,4947.80084
1440,Satellite/12072,4294.342082,-1757.402847,5144.830918
1441,Satellite/12101,4312.856878,519.2215085,5397.110193
1442,Satellite/12102,4096.119947,1076.879259,5482.814633
1443,Satellite/12103,3848.209069,1626.341308,5526.791544
1444,Satellite/12104,3571.010997,2163.425918,5528.706233
1445,Satellite/12105,3266.635375,2684.04555,5488.54413
1446,Satellite/12106,2937.398685,3184.237975,5406.610892
1447,Satellite/12107,2585.806618,3660.196426,5283.530081
1448,Satellite/12108,2214.535001,4108.298573,5120.238415
1449,Satellite/12109,1826.409436,4525.134086,4917.978643
1450,Satellite/12110,1424.383791,4907.530597,4678.290084
1451,Satellite/12111,1011.517727,5252.577837,4402.996913
1452,Satellite/12112,590.9534011,5557.649787,4094.194277
1453,Satellite/12113,165.8915633,5820.424668,3754.23235
1454,Satellite/12114,-260.4328094,6038.902601,3385.698448
1455,Satellite/12115,-684.7751312,6211.42084,2991.397337
1456,Satellite/12116,-1103.905901,6336.666416,2574.329885
1457,Satellite/12117,-1514.63528,6413.686134,2137.670229
1458,Satellite/12118,-1913.83737,6441.893827,1684.741612
1459,Satellite/12119,-2298.474002,6421.074819,1218.991093
1460,Satellite/12120,-2665.617859,6351.387555,743.9633164
1461,Satellite/12121,-3012.474755,6233.362396,263.2735296
1462,Satellite/12122,-3336.404898,6067.897586,-219.4199277
1463,Satellite/12123,-3634.942986,5856.252411,-700.4434668
1464,Satellite/12124,-3905.816963,5600.037619,-1176.136208
1465,Satellite/12125,-4146.965315,5301.203159,-1642.877843
1466,Satellite/12126,-4356.552756,4962.023342,-2097.116185
1467,Satellite/12127,-4532.9842,4585.079532,-2535.394207
1468,Satellite/12128,-4674.916898,4173.240498,-2954.376348
1469,Satellite/12129,-4781.270655,3729.640583,-3350.873901
1470,Satellite/12130,-4851.236055,3257.655852,-3721.869281
1471,Satellite/12131,-4884.28062,2760.878393,-4064.538988
1472,Satellite/12132,-4880.15286,2243.088982,-4376.275099
1473,Satellite/12133,-4838.88419,1708.22831,-4654.705114
1474,Satellite/12134,-4760.78869,1160.366989,-4897.710012
1475,Satellite/12135,-4646.460713,603.674574,-5103.44038
1476,Satellite/12136,-4496.770364,42.38783122,-5270.330485
1477,Satellite/12137,-4312.856878,-519.2215085,-5397.110193
1478,Satellite/12138,-4096.119947,-1076.879259,-5482.814633
1479,Satellite/12139,-3848.209069,-1626.341308,-5526.791544
1480,Satellite/12140,-3571.010997,-2163.425918,-5528.706233
1481,Satellite/12141,-3266.635375,-2684.04555,-5488.54413
1482,Satellite/12142,-2937.398685,-3184.237975,-5406.610892
1483,Satellite/12143,-2585.806618,-3660.196426,-5283.530081
1484,Satellite/12144,-2214.535001,-4108.298573,-5120.238415
1485,Satellite/12145,-1826.409436,-4525.134086,-4917.978643
1486,Satellite/12146,-1424.383791,-4907.530597,-4678.290084
1487,Satellite/12147,-1011.517727,-5252.577837,-4402.996913
1488,Satellite/12148,-590.9534011,-5557.649787,-4094.194277
1489,Satellite/12149,-165.8915633,-5820.424668,-3754.23235
1490,Satellite/12150,260.4328094,-6038.902601,-3385.698448
1491,Satellite/12151,684.7751312,-6211.42084,-2991.397337
1492,Satellite/12152,1103.905901,-6336.666416,-2574.329885
1493,Satellite/12153,1514.63528,-6413.686134,-2137.670229
1494,Satellite/12154,1913.83737,-6441.893827,-1684.741612
1495,Satellite/12155,2298.474002,-6421.074819,-1218.991093
1496,Satellite/12156,2665.617859,-6351.387555,-743.9633164
1497,Satellite/12157,3012.474755,-6233.362396,-263.2735296
1498,Satellite/12158,3336.404898,-6067.897586,219.4199277
1499,Satellite/12159,3634.942986,-5856.252411,700.4434668
1500,Satellite/12160,3905.816963,-5600.037619,1176.136208
1501,Satellite/12161,4146.965315,-5301.203159,1642.877843
1502,Satellite/12162,4356.552756,-4962.023342,2097.116185
1503,Satellite/12163,4532.9842,-4585.079532,2535.394207
1504,Satellite/12164,4674.916898,-4173.240498,2954.376348
1505,Satellite/12165,4781.270655,-3729.640583,3350.873901
1506,Satellite/12166,4851.236055,-3257.655852,3721.869281
1507,Satellite/12167,4884.28062,-2760.878393,4064.538988
1508,Satellite/12168,4880.15286,-2243.088982,4376.275099
1509,Satellite/12169,4838.88419,-1708.22831,4654.705114
1510,Satellite/12170,4760.78869,-1160.366989,4897.710012
1511,Satellite/12171,4646.460713,-603.674574,5103.44038
1512,Satellite/12172,4496.770364,-42.38783122,5270.330485
1513,Satellite/12201,3712.303391,2080.873558,5466.98204
1514,Satellite/12202,3325.651301,2542.327877,5520.483335
1515,Satellite/12203,2913.688996,2984.433545,5531.970418
1516,Satellite/12204,2479.551759,3403.825872,5501.355866
1517,Satellite/12205,2026.543636,3797.313028,5428.872675
1518,Satellite/12206,1558.112292,4161.90034,5315.072484
1519,Satellite/12207,1077.822773,4494.813077,5160.821382
1520,Satellite/12208,589.3303713,4793.517572,4967.293313
1521,Satellite/12209,96.35280988,5055.740505,4735.961143
1522,Satellite/12210,-397.3580546,5279.486199,4468.585449
1523,Satellite/12211,-888.0447843,5463.051816,4167.201121
1524,Satellite/12212,-1371.972957,5605.040309,3834.101876
1525,Satellite/12213,-1845.459587,5704.371061,3471.822802
1526,Satellite/12214,-2304.901155,5760.288106,3083.121059
1527,Satellite/12215,-2746.801034,5772.365879,2670.954904
1528,Satellite/12216,-3167.796098,5740.512463,2238.461168
1529,Satellite/12217,-3564.682322,5664.970281,1788.931392
1530,Satellite/12218,-3934.43916,5546.314254,1325.786768
1531,Satellite/12219,-4274.252541,5385.447427,852.5521057
1532,Satellite/12220,-4581.536279,5183.594093,372.8290072
1533,Satellite/12221,-4853.951759,4942.290478,-109.7315451
1534,Satellite/12222,-5089.425736,4663.373048,-591.4569741
1535,Satellite/12223,-5286.16611,4348.964534,-1068.681058
1536,Satellite/12224,-5442.675568,4001.457773,-1537.771835
1537,Satellite/12225,-5557.762978,3623.497503,-1995.159239
1538,Satellite/12226,-5630.552456,3217.960229,-2437.362276
1539,Satellite/12227,-5660.49003,2787.932334,-2861.015515
1540,Satellite/12228,-5647.347858,2336.686591,-3262.894698
1541,Satellite/12229,-5591.225958,1867.657252,-3639.941282
1542,Satellite/12230,-5492.551452,1384.413914,-3989.285716
1543,Satellite/12231,-5352.075313,890.6343497,-4308.269276
1544,Satellite/12232,-5170.86665,390.0765203,-4594.464306
1545,Satellite/12233,-4950.304569,-113.4500269,-4845.692688
1546,Satellite/12234,-4692.067681,-616.1131509,-5060.042423
1547,Satellite/12235,-4398.121325,-1114.087282,-5235.882179
1548,Satellite/12236,-4070.702611,-1603.582536,-5371.873711
1549,Satellite/12237,-3712.303391,-2080.873558,-5466.98204
1550,Satellite/12238,-3325.651301,-2542.327877,-5520.483335
1551,Satellite/12239,-2913.688996,-2984.433545,-5531.970418
1552,Satellite/12240,-2479.551759,-3403.825872,-5501.355866
1553,Satellite/12241,-2026.543636,-3797.313028,-5428.872675
1554,Satellite/12242,-1558.112292,-4161.90034,-5315.072484
1555,Satellite/12243,-1077.822773,-4494.813077,-5160.821382
1556,Satellite/12244,-589.3303713,-4793.517572,-4967.293313
1557,Satellite/12245,-96.35280988,-5055.740505,-4735.961143
1558,Satellite/12246,397.3580546,-5279.486199,-4468.585449
1559,Satellite/12247,888.0447843,-5463.051816,-4167.201121
1560,Satellite/12248,1371.972957,-5605.040309,-3834.101876
1561,Satellite/12249,1845.459587,-5704.371061,-3471.822802
1562,Satellite/12250,2304.901155,-5760.288106,-3083.121059
1563,Satellite/12251,2746.801034,-5772.365879,-2670.954904
1564,Satellite/12252,3167.796098,-5740.512463,-2238.461168
1565,Satellite/12253,3564.682322,-5664.970281,-1788.931392
1566,Satellite/12254,3934.43916,-5546.314254,-1325.786768
1567,Satellite/12255,4274.252541,-5385.447427,-852.5521057
1568,Satellite/12256,4581.536279,-5183.594093,-372.8290072
1569,Satellite/12257,4853.951759,-4942.290478,109.7315451
1570,Satellite/12258,5089.425736,-4663.373048,591.4569741
1571,Satellite/12259,5286.16611,-4348.964534,1068.681058
1572,Satellite/12260,5442.675568,-4001.457773,1537.771835
1573,Satellite/12261,5557.762978,-3623.497503,1995.159239
1574,Satellite/12262,5630.552456,-3217.960229,2437.362276
1575,Satellite/12263,5660.49003,-2787.932334,2861.015515
1576,Satellite/12264,5647.347858,-2336.686591,3262.894698
1577,Satellite/12265,5591.225958,-1867.657252,3639.941282
1578,Satellite/12266,5492.551452,-1384.413914,3989.285716
1579,Satellite/12267,5352.075313,-890.6343497,4308.269276
1580,Satellite/12268,5170.86665,-390.0765203,4594.464306
1581,Satellite/12269,4950.304569,113.4500269,4845.692688
1582,Satellite/12270,4692.067681,616.1131509,5060.042423
1583,Satellite/12271,4398.121325,1114.087282,5235.882179
1584,Satellite/12272,4070.702611,1603.582536,5371.873711
